id,UA_Name,UA_Country,UA_Continent,Housing,Cost of Living,Travel Connectivity,Commute,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Naive Sum,Label
134,Lima,Peru,South America,8.712,8.496,2.012,4.759,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,71.72649999999999,worse
135,Lisbon,Portugal,Europe,6.734000000000001,7.004000000000001,4.191000000000001,5.31575,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,87.17625000000001,better
136,Liverpool,United Kingdom,Europe,7.485,6.02,6.649500000000001,4.541,7.7285,9.027666666666669,4.872,7.275250000000001,5.438,5.9545,8.994,5.393,95.39775000000002,better
137,Ljubljana,Slovenia,Europe,8.214000000000002,6.749000000000001,2.293,5.69875,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,87.42650000000002,better
138,London,United Kingdom,Europe,1.0,3.94,9.4025,5.3955,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,86.55625,better
139,Los Angeles,California,North America,1.5275,4.556000000000001,3.9585,3.677000000000001,5.705,6.027333333333332,8.6245,4.7315000000000005,6.5145,4.7675,5.496500000000001,9.196,71.35674999999999,worse
140,Louisville,Kentucky,North America,7.258,6.358000000000001,1.473,1.954,3.6175,6.162333333333332,3.6245,6.601249999999999,6.5145,4.062,5.526999999999999,5.6935,69.46775,worse
141,Luxembourg,Luxembourg,Europe,2.4530000000000003,3.411,4.5805,5.8445,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,81.67725,better
143,Lyon,France,Europe,6.697000000000001,4.349,5.963000000000001,5.18525,7.134499999999999,8.641666666666666,4.5805,6.54325,4.2045,2.648000000000001,9.403,5.987500000000001,85.4395,better
144,Madison,Wisconsin,North America,5.8295,6.173,1.2295,5.473750000000001,7.362000000000001,7.006999999999999,5.385999999999999,9.524,6.5145,4.204,4.9925,4.422000000000001,79.22524999999999,worse
145,Madrid,Spain,Europe,6.414000000000001,6.2490000000000006,5.8555,5.285750000000001,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,89.607,better
146,Malaga,Spain,Europe,8.0515,7.375,4.3605,5.78275,7.693,8.655666666666667,3.759000000000001,8.108250000000002,4.296,3.894000000000001,6.1895,6.389,90.7425,better
147,Malmo,Sweden,Europe,7.263000000000001,5.57,4.7675,5.646750000000001,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,84.42750000000001,better
149,Manchester,United Kingdom,Europe,6.455500000000001,5.049000000000001,6.397500000000001,4.728,6.7725,8.518999999999998,5.652,4.363,5.438,5.9545,5.814,4.9750000000000005,83.88874999999999,better
151,Marseille,France,Europe,7.5885,6.026000000000002,5.950500000000001,5.86075,5.252,8.843666666666666,4.442,3.942,4.2045,2.648000000000001,5.5425,5.443000000000001,80.35275000000001,better
152,Medellin,Colombia,South America,9.2315,9.315,0.928,5.3545,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,78.52749999999999,worse
153,Melbourne,Australia,Oceania,4.829999999999999,4.798000000000001,2.8465000000000003,4.872,7.1325,8.015999999999998,6.2205,7.891499999999999,6.0695000000000014,4.5885,5.896000000000001,6.461,80.32325,better
154,Memphis,Tennessee,North America,7.1145000000000005,5.829,1.6615000000000002,1.9175,2.8585000000000003,4.951333333333333,3.6245,4.545249999999999,6.5145,4.772,6.07,6.860499999999999,66.11425,worse
155,Mexico City,Mexico,North America,8.360000000000001,9.244,2.87,3.806,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,79.28225000000002,worse
156,Miami,Florida,North America,3.031,4.497,4.1690000000000005,4.0527500000000005,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,69.4935,worse
157,Milan,Italy,Europe,5.194500000000001,4.801000000000001,6.683,5.5120000000000005,7.378000000000001,8.444666666666667,4.283,4.458,3.3625,2.4365,5.013999999999999,7.917000000000001,79.59325,worse
158,Milwaukee,Wisconsin,North America,6.1225,5.526,1.5875,4.915000000000001,4.267,6.082333333333333,4.177,7.989000000000001,6.5145,4.204,4.346,6.8375,72.27250000000001,worse
159,Minneapolis-Saint Paul,Minnesota,North America,4.738500000000001,5.042000000000001,3.544,4.924999999999999,5.085000000000001,6.680999999999999,5.2745,8.362,6.5145,4.062,6.258499999999999,6.8505,77.24549999999999,worse
160,Minsk,Belarus,Europe,9.4955,9.289,3.7664999999999993,5.365500000000001,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,89.25625,better
161,Montevideo,Uruguay,South America,8.183000000000002,6.197,1.183,5.288,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,69.33475,worse
162,Montreal,Canada,North America,7.392000000000001,5.948,3.443,5.107,7.822,7.395,7.299000000000001,7.7215,5.8405000000000005,7.2745000000000015,4.478000000000001,6.9175,88.98850000000002,better
163,Moscow,Russia,Europe,6.555000000000001,8.099,9.0545,4.546250000000001,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,90.643,better
164,Mumbai,India,Asia,8.124,9.825,5.414,3.94,7.618500000000001,3.802333333333333,0.5275,2.0965,5.5565,3.4145,3.429,4.968499999999999,75.84450000000001,worse
165,Munich,Germany,Europe,4.23,4.648,8.056500000000002,6.013999999999999,9.049,8.370999999999999,7.554499999999999,9.018250000000002,5.373500000000001,3.9035,5.155000000000001,7.335999999999999,92.10925,better
166,Nairobi,Kenya,Africa,8.8505,8.431999999999999,2.3145,4.069,5.972,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,65.28875,worse
167,Nantes,France,Europe,7.7225,5.021,4.989,5.997750000000001,7.6355,8.533333333333333,4.4045000000000005,7.323,4.2045,2.648000000000001,4.867,4.351000000000001,82.4455,better
168,Naples,Italy,Europe,8.215,5.81,3.9410000000000007,4.70575,6.389500000000002,7.186333333333332,4.058000000000001,1.65625,3.3625,2.4365,5.314000000000001,6.045,72.86175000000001,worse
169,Nashville,Tennessee,North America,4.4545,5.742000000000001,1.9080000000000004,4.501,5.078,5.952999999999999,4.733,7.056499999999999,6.5145,4.772,6.6370000000000005,7.0200000000000005,73.57074999999999,worse
170,New Orleans,Louisiana,North America,5.339,4.991999999999999,1.757,4.6275,2.088,5.884,4.151999999999999,5.674,6.5145,4.346,6.453000000000001,7.1985,66.9795,worse
171,New York,New York,North America,1.0,2.342,6.675,5.51925,7.022,6.105333333333332,8.0935,5.233749999999999,6.5145,3.9205,7.0985,10.0,77.04974999999999,worse
172,Nice,France,Europe,6.4985,4.475,6.46,6.051,7.234,8.329666666666665,4.4045000000000005,6.423,4.2045,2.648000000000001,6.472,4.7795,82.27599999999998,better
173,Nicosia,Cyprus,Europe,8.631,6.301,1.606,5.491250000000001,8.102500000000001,6.758666666666667,2.475,3.672,2.9955,7.507999999999999,2.6545,6.949,77.60649999999998,worse
174,Oklahoma City,Oklahoma,North America,7.261000000000001,6.394,1.399,5.02725,4.6855,5.976666666666666,3.6245,7.61525,6.5145,4.204,7.689,5.376000000000001,76.8125,worse
175,Omaha,Nebraska,North America,7.040500000000001,5.994000000000001,1.4165,2.1277500000000003,5.5520000000000005,6.893999999999999,4.128,7.876000000000001,6.5145,4.204,6.3065,4.942,74.38025000000002,worse
176,Orlando,Florida,North America,5.778499999999999,5.284,3.7735,4.33875,4.134,5.9673333333333325,3.6245,6.676,6.5145,4.772,4.886,5.9295,72.33500000000001,worse
177,Osaka,Japan,Asia,7.8315,4.819,6.201499999999999,5.255000000000001,10.0,8.705333333333332,5.589499999999999,5.326750000000001,3.7235,6.033,3.724,7.2265,90.41950000000001,better
178,Oslo,Norway,Europe,3.768,1.0380000000000005,5.177,5.775250000000001,7.1065000000000005,7.909999999999998,5.144500000000001,8.42425,7.0735,4.752,7.9705,5.899,79.96600000000001,worse
179,Ottawa,Canada,North America,6.700499999999999,6.027,1.532,5.4052500000000006,8.4475,8.011333333333333,5.423500000000001,9.29225,5.8405000000000005,7.2745000000000015,6.267499999999999,6.0920000000000005,88.96125,better
181,Oxford,United Kingdom,Europe,3.65,4.941000000000001,7.926000000000001,5.95825,8.5685,7.970000000000001,6.638000000000001,7.553750000000001,5.438,5.9545,6.1545000000000005,5.495,89.45625000000001,better
184,Paris,France,Europe,3.5835,3.664,10.0,5.330500000000001,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,87.17275,better
185,Perth,Australia,Oceania,5.233,4.795,2.1105,4.695,7.1045,8.059333333333331,5.143,8.132500000000002,6.0695000000000014,4.5885,4.1785,4.5115,75.70049999999999,worse
186,Philadelphia,Pennsylvania,North America,4.207,4.422000000000001,3.556,4.1315,3.133,6.482666666666664,6.0285,5.1240000000000006,6.5145,3.7785,7.443,8.492,71.19874999999999,worse
188,Phoenix,Arizona,North America,6.533,6.208,3.3025,4.828500000000001,2.583,6.126333333333331,4.590999999999999,4.625249999999999,6.5145,4.488,6.178,6.8100000000000005,72.869,worse
189,Phuket,Thailand,Asia,8.823,7.602000000000001,1.8075,4.50425,5.7285,6.653666666666665,1.187,3.62425,2.387,6.794500000000001,3.615,4.8135,72.254,worse
190,Pittsburgh,Pennsylvania,North America,5.963500000000002,4.795,1.7379999999999998,4.308,4.791,6.399666666666666,6.5935,6.874250000000001,6.5145,3.7785,8.669500000000001,6.859,75.83125,worse
192,Portland,Oregon,North America,4.138,4.924,2.2405,4.908,5.1805,6.317666666666667,4.2155,8.4595,6.5145,3.9205,5.968500000000001,6.2195,72.29925,worse
193,Porto,Portugal,Europe,8.109500000000002,7.422000000000001,3.1115,5.460000000000001,7.704500000000001,8.166666666666666,4.449,7.03875,3.483,4.1575,4.4945,5.625,84.25450000000002,better
194,Porto Alegre,Brazil,South America,9.221000000000002,8.120000000000001,0.9655,5.105,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,68.43525,worse
195,Prague,Czechia,Europe,7.4305,7.569,5.4815000000000005,5.846500000000001,8.6595,7.8809999999999985,4.238,7.0142500000000005,4.378000000000001,5.9335,6.0905,8.464500000000001,95.3785,better
197,Quebec,Canada,Europe,8.5175,6.037,1.3815000000000002,5.279999999999999,9.1595,8.131333333333334,5.42,7.3155,5.8405000000000005,7.2745000000000015,3.2985,5.636500000000001,87.19575,better
199,Raleigh,North Carolina,North America,6.128500000000001,5.610000000000001,1.757,4.78425,6.5225,6.677333333333333,7.1165,8.583750000000002,6.5145,4.062,7.9515,6.613,82.11025,better
200,Reykjavik,Iceland,Europe,2.7715,1.0,1.1349999999999998,5.475,8.658,8.078999999999999,4.057,8.62375,5.283,4.4655000000000005,6.742,5.0205,70.1035,worse
201,Richmond,Virginia,North America,6.439500000000002,5.949,1.38,5.648499999999999,3.3765,6.488333333333332,3.6245,6.6217500000000005,6.5145,4.204,7.645499999999999,6.3385,74.235,worse
202,Riga,Latvia,Europe,8.933000000000002,7.329,2.3725,5.35275,7.6255,5.710000000000001,4.090999999999999,6.966,4.094500000000001,5.929,5.841000000000001,7.7065,85.89025000000001,better
203,Rio De Janeiro,Brazil,South America,8.32,7.751,1.493,4.55325,5.2955,4.849666666666666,1.0175,3.32275,2.187,2.8454999999999995,2.338,8.6675,65.98649999999999,worse
204,Riyadh,Saudi Arabia,Asia,8.6965,7.806000000000001,2.4605,4.75325,7.583000000000001,6.085666666666666,0.5035,3.3512500000000003,7.042,10.0,4.13,5.843500000000001,84.31925000000001,better
205,Rochester,New York,North America,6.727,5.488,1.398,1.90775,5.899,6.106,4.494999999999999,5.93525,6.5145,3.9205,5.551,5.335,69.83849999999998,worse
206,Rome,Italy,Europe,5.6025,5.323,6.4335,4.533250000000001,6.604500000000001,7.863666666666665,4.157000000000001,4.2765,3.3625,2.4365,4.491,9.11,78.029,worse
207,Rotterdam,Netherlands,Europe,6.0440000000000005,4.934000000000001,8.1805,5.9670000000000005,8.268,8.329,4.306500000000001,7.08675,5.053000000000001,4.954999999999999,5.852500000000001,5.427499999999999,90.12825,better
208,Saint Petersburg,Russia,Europe,8.3605,8.673,5.8805,4.626,7.793000000000001,4.951999999999999,4.282,4.324250000000001,3.148,6.0445,5.6425,9.6535,89.06824999999998,better
209,Salt Lake City,Utah,North America,6.141000000000001,6.172000000000001,2.736999999999999,4.573999999999999,5.657,6.246333333333332,4.2805,6.21575,6.5145,4.204,6.810500000000001,5.932,76.82100000000001,worse
210,San Antonio,Texas,North America,6.402000000000001,6.683,1.6815000000000002,4.96475,4.2165,6.307,4.151999999999999,6.201499999999999,6.5145,4.772,8.0745,6.6955,77.23375,worse
211,San Diego,California,North America,2.9335,5.156000000000001,2.6220000000000003,4.40975,6.933,6.519666666666666,5.4575,7.26725,6.5145,4.488,5.999,8.21,75.86349999999999,worse
212,San Francisco Bay Area,California,North America,1.0,2.618,3.654500000000001,4.687250000000001,5.7155000000000005,6.448999999999999,8.6245,6.4815000000000005,6.5145,4.488,5.605500000000001,9.407,70.6515,worse
213,San Jose,Costa Rica,North America,8.1645,6.728000000000001,1.1915000000000002,3.83425,6.7090000000000005,7.432666666666666,1.2095,5.256249999999999,4.081499999999999,5.751999999999999,1.5155000000000003,6.866500000000001,73.24925000000002,worse
217,Santiago,Chile,South America,8.3815,7.237,2.5355,5.550999999999999,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,80.887,better
218,Santo Domingo,Dominican Republic,North America,9.289,8.076000000000002,1.003,4.56525,5.779,5.026000000000001,0.5,2.3805,6.1135,5.768,4.221,5.796500000000001,72.85425000000001,worse
219,Sao Paulo,Brazil,South America,8.316,7.823000000000001,2.2655,4.412000000000001,5.2955,5.371999999999999,1.104,2.6535,2.187,2.8525,3.3895000000000004,8.789499999999999,68.444,worse
221,Saskatoon,Canada,North America,7.159500000000001,5.042000000000001,1.2585000000000002,5.8055,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,76.65849999999999,worse
222,Seattle,Washington,North America,2.291,3.79,2.8845,4.523750000000001,5.6365,6.309666666666666,5.7145,7.560250000000001,6.5145,4.772,4.940499999999999,8.1155,70.65125,worse
223,Seoul,South Korea,Asia,6.142500000000001,3.698000000000001,6.155999999999999,5.718999999999999,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,93.22,better
224,Seville,Spain,Europe,8.095500000000001,6.961,3.4770000000000003,5.567000000000001,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,90.2395,better
225,Shanghai,China,Asia,5.744,7.179,6.862,5.0845,7.2085,6.206,5.6995000000000005,2.83875,6.103,1.4959999999999998,2.636,6.693499999999999,77.50075,worse
226,Singapore,Singapore,Asia,1.745,3.4890000000000003,2.982,5.42725,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,89.617,better
227,Skopje,Macedonia,Europe,9.740500000000004,9.11,1.678,5.7365,7.2795,6.628666666666668,0.5,2.6492500000000003,4.1225000000000005,9.475,4.520499999999999,6.208000000000001,84.61675,better
228,Sofia,Bulgaria,Europe,9.306,8.55,2.6665,5.622,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,85.67949999999999,better
229,St. Louis,Missouri,North America,6.958,5.504,2.5315,5.085500000000001,3.880500000000001,6.669999999999999,5.2715,7.37425,6.5145,4.062,8.909,7.642500000000001,80.5395,better
230,Stockholm,Sweden,Europe,4.865,4.36,6.2255,5.685500000000001,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,86.43050000000001,better
231,Stuttgart,Germany,Europe,6.314000000000001,5.673000000000002,5.9645,6.205499999999999,8.269500000000003,7.851333333333333,5.0505,7.225,5.373500000000001,3.9035,5.124,5.556,87.02125000000001,better
232,Sydney,Australia,Oceania,1.9865,4.128,3.285,4.851,7.5710000000000015,8.033666666666665,6.725500000000001,7.81675,6.0695000000000014,4.5885,4.7365,6.2275,75.15875000000001,worse
233,Taipei,Taiwan,Asia,7.977,5.644,2.5105,5.6065,9.542,5.905333333333333,5.589500000000001,6.23575,6.6355,7.333,5.2315000000000005,7.2635,88.46874999999999,better
234,Tallinn,Estonia,Europe,8.376500000000002,6.931000000000001,1.9705,5.932500000000001,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,89.29175000000001,better
235,Tampa Bay Area,Florida,North America,5.696,5.253,2.9055000000000004,1.40075,4.706499999999999,6.572999999999999,4.2805,7.37875,6.5145,4.772,7.195,6.433999999999999,73.53625,worse
236,Tampere,Finland,Europe,6.936,4.622,2.848,6.3495,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,83.86175000000001,better
237,Tartu,Estonia,Europe,8.961000000000002,7.47,1.414,6.441,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3005,4.081,89.891,better
239,Tbilisi,Georgia,Europe,9.4905,9.765,2.2510000000000003,5.64425,9.506,5.052333333333334,0.8625,3.19675,4.2525,8.055000000000001,4.087,4.919,84.683,better
240,Tehran,Iran,Asia,8.302999999999999,9.544,3.175,3.7995,6.792999999999999,5.312333333333332,0.51,2.9425,3.9435,4.0525,1.5759999999999998,6.521,72.78099999999999,worse
241,Tel Aviv,Israel,Asia,4.91,4.370000000000001,3.345,4.994249999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,76.20200000000001,worse
242,The Hague,Netherlands,Europe,6.053000000000001,4.653,8.000500000000002,5.061000000000001,8.789000000000001,8.213999999999999,4.306500000000001,8.283750000000001,5.053000000000001,4.954999999999999,6.5135000000000005,5.0145,90.59825000000001,better
243,Thessaloniki,Greece,Europe,9.3775,6.6000000000000005,2.2604999999999995,5.91375,7.992,7.508999999999999,3.1635,3.33825,3.3199999999999994,4.1665,2.596,7.689000000000002,79.21375,worse
244,Tokyo,Japan,Asia,5.657000000000001,3.431,8.1515,6.0075,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,93.48575000000001,better
245,Toronto,Canada,North America,4.66,5.271,4.335000000000001,4.683000000000001,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,86.0205,better
246,Toulouse,France,Europe,7.544,4.552,5.1265,5.06775,6.967,8.831999999999999,4.442,5.079750000000001,4.2045,2.648000000000001,4.622000000000001,4.1370000000000005,77.51225,worse
247,Tunis,Tunisia,Africa,9.968,9.998,2.6080000000000005,5.614500000000001,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,77.38750000000002,worse
248,Turin,Italy,Europe,8.069500000000001,5.612,3.1495,5.60925,6.252000000000001,8.367666666666667,4.1015,3.8855,3.3625,2.4365,2.369,7.061,73.9505,worse
249,Turku,Finland,Europe,7.534000000000002,5.07,3.224,6.7285,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,89.66075000000001,better
250,Uppsala,Sweden,Europe,7.16,5.442,4.7485,5.9750000000000005,7.850000000000001,8.152666666666665,5.2045,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,84.91350000000001,better
251,Utrecht,Netherlands,Europe,5.4665,4.604,8.0725,5.9902500000000005,8.631,8.394,5.5915,8.0955,5.053000000000001,4.954999999999999,6.676,5.373,91.6905,better
252,Valencia,Spain,Europe,8.135500000000002,6.872,3.4840000000000004,5.809000000000001,7.786499999999999,8.885666666666665,4.266000000000001,5.94225,4.296,3.894000000000001,9.14,7.078000000000001,91.03775000000002,better
254,Vancouver,Canada,North America,4.080500000000001,5.259,2.771,4.93675,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,81.76350000000001,better
255,Victoria,Canada,North America,5.696,5.703,1.4945,5.226000000000001,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,83.63625,better
256,Vienna,Austria,Europe,6.314000000000001,5.111,8.0315,6.21325,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,94.3105,better
257,Vilnius,Lithuania,Europe,8.621,7.576,2.105,5.9277500000000005,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,91.13850000000001,better
258,Warsaw,Poland,Europe,7.8695,8.192,3.864,5.202999999999999,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.097,6.0,7.3355000000000015,90.38024999999999,better
259,Washington,District of Columbia,North America,1.2105,3.595,4.505000000000001,4.457000000000001,2.1915,6.257999999999999,5.968500000000001,6.99375,6.5145,4.062,3.825500000000001,10.0,65.477,worse
260,Wellington,New Zealand,Oceania,5.134499999999999,5.161,0.8525,6.039750000000001,8.223,8.078333333333331,4.756,9.60925,5.505500000000001,5.9315,5.1745,4.599,80.41149999999999,better
261,Winnipeg,Canada,North America,7.552500000000001,5.882,1.4754999999999998,5.104500000000001,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,79.1785,worse
262,Wroclaw,Poland,Europe,8.452,8.434000000000001,2.2445,4.954750000000001,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.097,5.761500000000001,4.7495,83.48575,better
264,Zagreb,Croatia,Europe,8.91,7.193999999999999,2.028,4.830000000000001,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,85.10825000000001,better
265,Zurich,Switzerland,Europe,1.473,1.0,7.733499999999999,5.839499999999999,9.0665,7.670333333333332,7.2875,8.642999999999999,6.552,6.4285000000000005,7.2675,4.9655000000000005,83.75474999999999,better
